Nam,Mon,score,count
2021,NguVan,5.68,1
2021,NguVan,5.7,7
2021,NguVan,5.73,1
2021,NguVan,5.74,1
2021,NguVan,5.75,49136
2021,NguVan,5.77,1
2021,NguVan,5.78,1
2021,NguVan,5.8,5
2021,NguVan,5.81,2
2021,NguVan,5.83,214
2021,NguVan,5.88,2
2021,NguVan,5.9,3
2021,NguVan,5.91,39
2021,NguVan,5.92,176
2021,NguVan,5.93,1
2021,NguVan,5.95,1
2021,NguVan,5.99,1
2021,NguVan,6.0,67401
2021,NguVan,6.03,1
2021,NguVan,6.04,1
2021,NguVan,6.06,1
2021,NguVan,6.07,1
2021,NguVan,6.08,267
2021,NguVan,6.1,4
2021,NguVan,6.11,1
2021,NguVan,6.12,1
2021,NguVan,6.16,32
2021,NguVan,6.17,204
2021,NguVan,6.18,2
2021,NguVan,6.2,11
2021,NguVan,6.23,1
2021,NguVan,6.25,63393
2021,NguVan,6.27,1
2021,NguVan,6.3,15
2021,NguVan,6.32,1
2021,NguVan,6.33,271
2021,NguVan,6.35,1
2021,NguVan,6.4,6
2021,NguVan,6.41,53
2021,NguVan,6.42,234
2021,NguVan,6.48,1
2021,NguVan,6.5,78719
2021,NguVan,6.53,1
2021,NguVan,6.54,1
2021,NguVan,6.55,2
2021,NguVan,6.57,1
2021,NguVan,6.58,293
2021,NguVan,6.59,1
2021,NguVan,6.6,11
2021,NguVan,6.65,1
2021,NguVan,6.66,45
2021,NguVan,6.67,223
2021,NguVan,6.7,7
2021,NguVan,6.71,1
2021,NguVan,6.73,4
2021,NguVan,6.75,69754
2021,NguVan,6.8,25
2021,NguVan,6.82,2
2021,NguVan,6.83,248
2021,NguVan,6.9,14
2021,NguVan,6.91,48
2021,NguVan,6.92,211
2021,NguVan,6.93,2
2021,NguVan,6.95,1
2021,NguVan,6.96,1
2021,NguVan,7.0,80568
2021,NguVan,7.01,1
2021,NguVan,7.05,1
2021,NguVan,7.06,1
2021,NguVan,7.07,1
2021,NguVan,7.08,221
2021,NguVan,7.1,5
2021,NguVan,7.12,1
2021,NguVan,7.15,2
2021,NguVan,7.16,56
2021,NguVan,7.17,180
2021,NguVan,7.18,2
2021,NguVan,7.2,7
2021,NguVan,7.21,1
2021,NguVan,7.25,61765
2021,NguVan,7.27,1
2021,NguVan,7.28,1
2021,NguVan,7.3,12
2021,NguVan,7.33,198
2021,NguVan,7.34,2
2021,NguVan,7.37,1
2021,NguVan,7.4,15
2021,NguVan,7.41,24
2021,NguVan,7.42,155
2021,NguVan,7.46,3
2021,NguVan,7.47,1
2021,NguVan,7.5,67053
2021,NguVan,7.58,164
2021,NguVan,7.6,7
2021,NguVan,7.63,3
2021,NguVan,7.65,3
2021,NguVan,7.66,18
2021,NguVan,7.67,109
2021,NguVan,7.7,4
2021,NguVan,7.71,1
2021,NguVan,7.74,2
2021,NguVan,7.75,51317
2021,NguVan,7.8,9
2021,NguVan,7.82,2
2021,NguVan,7.83,98
2021,NguVan,7.85,3
2021,NguVan,7.9,2
2021,NguVan,7.91,16
2021,NguVan,7.92,60
2021,NguVan,7.93,1
2021,NguVan,7.95,1
2021,NguVan,8.0,51684
2021,NguVan,8.08,59
2021,NguVan,8.1,4
2021,NguVan,8.13,1
2021,NguVan,8.16,5
2021,NguVan,8.17,42
2021,NguVan,8.2,2
2021,NguVan,8.25,32978
2021,NguVan,8.28,1
2021,NguVan,8.3,2
2021,NguVan,8.33,31
2021,NguVan,8.4,1
2021,NguVan,8.41,3
2021,NguVan,8.42,12
2021,NguVan,8.5,28918
2021,NguVan,8.58,7
2021,NguVan,8.6,1
2021,NguVan,8.66,1
2021,NguVan,8.67,3
2021,NguVan,8.75,16859
2021,NguVan,8.8,2
2021,NguVan,8.83,1
2021,NguVan,9.0,10729
2021,NguVan,9.08,1
2021,NguVan,9.25,3176
2021,NguVan,9.5,950
2021,NguVan,9.75,69
2021,NguVan,10.0,3
2021,SinhHoc,0.25,1
2021,SinhHoc,0.5,1
2021,SinhHoc,0.75,11
2021,SinhHoc,1.0,37
2021,SinhHoc,1.25,109
2021,SinhHoc,1.5,175
2021,SinhHoc,1.75,364
2021,SinhHoc,2.0,618
2021,SinhHoc,2.25,1291
2021,SinhHoc,2.5,1918
2021,SinhHoc,2.75,2981
2021,SinhHoc,3.0,4435
2021,SinhHoc,3.25,6413
2021,SinhHoc,3.5,8820
2021,SinhHoc,3.75,12204
2021,SinhHoc,4.0,15310
2021,SinhHoc,4.25,18216
2021,SinhHoc,4.5,21422
2021,SinhHoc,4.75,23451
2021,SinhHoc,5.0,24966
2021,SinhHoc,5.25,25099
2021,SinhHoc,5.5,24541
2021,SinhHoc,5.75,22666
2021,SinhHoc,6.0,20854
2021,SinhHoc,6.25,18368
2021,SinhHoc,6.5,15981
2021,SinhHoc,6.75,13538
2021,SinhHoc,7.0,11420
2021,SinhHoc,7.25,9448
2021,SinhHoc,7.5,7845
2021,SinhHoc,7.75,6506
2021,SinhHoc,8.0,5167
2021,SinhHoc,8.25,4129
2021,SinhHoc,8.5,3363
2021,SinhHoc,8.75,2702
2021,SinhHoc,9.0,2132
2021,SinhHoc,9.25,1713
2021,SinhHoc,9.5,1402
2021,SinhHoc,9.75,1070
2021,SinhHoc,10.0,577
2021,Toan,0.6,11
2021,Toan,0.8,22
2021,Toan,1.0,85
2021,Toan,1.2,198
2021,Toan,1.4,460
2021,Toan,1.6,853
2021,Toan,1.8,1484
2021,Toan,2.0,2363
2021,Toan,2.2,3373
2021,Toan,2.4,4601
2021,Toan,2.6,5907
2021,Toan,2.8,6903
2021,Toan,3.0,8111
2021,Toan,3.2,9420
2021,Toan,3.4,10645
2021,Toan,3.6,11947
2021,Toan,3.8,13409
2021,Toan,4.0,14925
2021,Toan,4.2,16467
2021,Toan,4.4,17874
2021,Toan,4.6,19512
2021,Toan,4.8,21668
2021,Toan,5.0,23213
2021,Toan,5.2,24861
2021,Toan,5.4,26601
2021,Toan,5.6,27888
2021,Toan,5.8,29627
2021,Toan,6.0,31104
2021,Toan,6.2,32770
2021,Toan,6.4,34843
2021,Toan,6.6,37098
2021,Toan,6.8,39826
2021,Toan,7.0,43324
2021,Toan,7.2,46243
2021,Toan,7.4,50344
2021,Toan,7.6,52784
2021,Toan,7.8,53763
2021,Toan,8.0,52936
2021,Toan,8.2,49757
2021,Toan,8.4,44680
2021,Toan,8.6,37815
2021,Toan,8.8,29449
2021,Toan,9.0,20059
2021,Toan,9.2,11067
2021,Toan,9.4,5021
2021,Toan,9.6,1642
2021,Toan,9.8,358
2021,Toan,10.0,52
2021,VatLy,0.25,2
2021,VatLy,0.5,1
2021,VatLy,0.75,3
2021,VatLy,1.0,14
2021,VatLy,1.25,37
2021,VatLy,1.5,75
2021,VatLy,1.75,161
2021,VatLy,2.0,276
2021,VatLy,2.25,493
2021,VatLy,2.5,817
2021,VatLy,2.75,1222
2021,VatLy,3.0,1648
2021,VatLy,3.25,2313
2021,VatLy,3.5,3191
2021,VatLy,3.75,4261
2021,VatLy,4.0,5466
2021,VatLy,4.25,6848
2021,VatLy,4.5,8377
2021,VatLy,4.75,9885
2021,VatLy,5.0,11701
2021,VatLy,5.25,13156
2021,VatLy,5.5,14727
2021,VatLy,5.75,16635
2021,VatLy,6.0,18003
2021,VatLy,6.25,19605
2021,VatLy,6.5,21199
2021,VatLy,6.75,22593
2021,VatLy,7.0,23934
2021,VatLy,7.25,25127
2021,VatLy,7.5,25398
2021,VatLy,7.75,24676
2021,VatLy,8.0,22061
2021,VatLy,8.25,17871
2021,VatLy,8.5,11615
2021,VatLy,8.75,6836
2021,VatLy,9.0,3163
2021,VatLy,9.25,1235
2021,VatLy,9.5,358
2021,VatLy,9.75,82
2021,VatLy,10.0,14
2022,DiaLy,0.25,3
2022,DiaLy,0.5,3
2022,DiaLy,0.75,7
2022,DiaLy,1.0,4
2022,DiaLy,1.25,10
2022,DiaLy,1.5,36
2022,DiaLy,1.75,75
2022,DiaLy,2.0,135
2022,DiaLy,2.25,210
2022,DiaLy,2.5,405
2022,DiaLy,2.75,610
2022,DiaLy,3.0,867
2022,DiaLy,3.25,1413
2022,DiaLy,3.5,2194
2022,DiaLy,3.75,3350
2022,DiaLy,4.0,5062
2022,DiaLy,4.25,7546
2022,DiaLy,4.5,10907
2022,DiaLy,4.75,15127
2022,DiaLy,5.0,20364
2022,DiaLy,5.25,26111
2022,DiaLy,5.5,32256
2022,DiaLy,5.75,38481
2022,DiaLy,6.0,44464
2022,DiaLy,6.25,48253
2022,DiaLy,6.5,50888
2022,DiaLy,6.75,52272
2022,DiaLy,7.0,52448
2022,DiaLy,7.25,49164
2022,DiaLy,7.5,45213
2022,DiaLy,7.75,39556
2022,DiaLy,8.0,33014
2022,DiaLy,8.25,26025
2022,DiaLy,8.5,19697
2022,DiaLy,8.75,13878
2022,DiaLy,9.0,8784
2022,DiaLy,9.25,5223
2022,DiaLy,9.5,2394
2022,DiaLy,9.75,788
2022,DiaLy,10.0,163
2022,GDCD,1.0,3
2022,GDCD,1.25,4
2022,GDCD,1.5,8
2022,GDCD,1.75,23
2022,GDCD,2.0,31
2022,GDCD,2.25,36
2022,GDCD,2.5,61
2022,GDCD,2.75,90
2022,GDCD,3.0,153
2022,GDCD,3.25,227
2022,GDCD,3.5,270
2022,GDCD,3.75,395
2022,GDCD,4.0,613
2022,GDCD,4.25,830
2022,GDCD,4.5,1216
2022,GDCD,4.75,1736
2022,GDCD,5.0,2417
2022,GDCD,5.25,3237
2022,GDCD,5.5,4531
2022,GDCD,5.75,6331
2022,GDCD,6.0,8240
2022,GDCD,6.25,11174
2022,GDCD,6.5,14814
2022,GDCD,6.75,19062
2022,GDCD,7.0,24029
2022,GDCD,7.25,30504
2022,GDCD,7.5,37262
2022,GDCD,7.75,44159
2022,GDCD,8.0,50854
2022,GDCD,8.25,55320
2022,GDCD,8.5,57508
2022,GDCD,8.75,55193
2022,GDCD,9.0,48229
2022,GDCD,9.25,37779
2022,GDCD,9.5,23731
2022,GDCD,9.75,11412
2022,GDCD,10.0,2836
2022,HoaHoc,0.25,2
2022,HoaHoc,0.5,1
2022,HoaHoc,0.75,8
2022,HoaHoc,1.0,20
2022,HoaHoc,1.25,51
2022,HoaHoc,1.5,125
2022,HoaHoc,1.75,202
2022,HoaHoc,2.0,460
2022,HoaHoc,2.25,763
2022,HoaHoc,2.5,1187
2022,HoaHoc,2.75,1639
2022,HoaHoc,3.0,2272
2022,HoaHoc,3.25,3106
2022,HoaHoc,3.5,3981
2022,HoaHoc,3.75,5042
2022,HoaHoc,4.0,6069
2022,HoaHoc,4.25,7235
2022,HoaHoc,4.5,8422
2022,HoaHoc,4.75,9303
2022,HoaHoc,5.0,10275
2022,HoaHoc,5.25,11052
2022,HoaHoc,5.5,12206
2022,HoaHoc,5.75,12942
2022,HoaHoc,6.0,13577
2022,HoaHoc,6.25,14532
2022,HoaHoc,6.5,15582
2022,HoaHoc,6.75,16631
2022,HoaHoc,7.0,17935
2022,HoaHoc,7.25,19035
2022,HoaHoc,7.5,20429
2022,HoaHoc,7.75,22028
2022,HoaHoc,8.0,22800
2022,HoaHoc,8.25,21818
2022,HoaHoc,8.5,18092
2022,HoaHoc,8.75,12868
2022,HoaHoc,9.0,8061
2022,HoaHoc,9.25,4440
2022,HoaHoc,9.5,2180
2022,HoaHoc,9.75,829
2022,HoaHoc,10.0,158
2022,LichSu,0.25,4
2022,LichSu,0.5,2
2022,LichSu,0.75,14
2022,LichSu,1.0,58
2022,LichSu,1.25,108
2022,LichSu,1.5,259
2022,LichSu,1.75,579
2022,LichSu,2.0,1154
2022,LichSu,2.25,1929
2022,LichSu,2.5,3235
2022,LichSu,2.75,4690
2022,LichSu,3.0,6456
2022,LichSu,3.25,8329
2022,LichSu,3.5,10685
2022,LichSu,3.75,12913
2022,LichSu,4.0,15610
2022,LichSu,4.25,17953
2022,LichSu,4.5,20593
2022,LichSu,4.75,22979
2022,LichSu,5.0,25896
2022,LichSu,5.25,28554
2022,LichSu,5.5,30961
2022,LichSu,5.75,33304
2022,LichSu,6.0,35161
2022,LichSu,6.25,36931
2022,LichSu,6.5,38602
2022,LichSu,6.75,38565
2022,LichSu,7.0,38718
2022,LichSu,7.25,37785
2022,LichSu,7.5,35358
2022,LichSu,7.75,32674
2022,LichSu,8.0,28576
2022,LichSu,8.25,24257
2022,LichSu,8.5,19968
2022,LichSu,8.75,15598
2022,LichSu,9.0,11742
2022,LichSu,9.25,8343
2022,LichSu,9.5,5572
2022,LichSu,9.75,3766
2022,LichSu,10.0,1779
2022,NgoaiNgu,0.4,4
2022,NgoaiNgu,0.6,23
2022,NgoaiNgu,0.8,112
2022,NgoaiNgu,1.0,271
2022,NgoaiNgu,1.2,679
2022,NgoaiNgu,1.4,1374
2022,NgoaiNgu,1.6,2928
2022,NgoaiNgu,1.8,5114
2022,NgoaiNgu,2.0,8278
2022,NgoaiNgu,2.2,12263
2022,NgoaiNgu,2.4,16824
2022,NgoaiNgu,2.6,21618
2022,NgoaiNgu,2.8,26131
2022,NgoaiNgu,3.0,30244
2022,NgoaiNgu,3.2,33381
2022,NgoaiNgu,3.4,35688
2022,NgoaiNgu,3.6,36953
2022,NgoaiNgu,3.8,38129
2022,NgoaiNgu,4.0,37943
2022,NgoaiNgu,4.2,36657
2022,NgoaiNgu,4.4,36018
2022,NgoaiNgu,4.6,34109
2022,NgoaiNgu,4.8,32649
2022,NgoaiNgu,5.0,30770
2022,NgoaiNgu,5.2,29151
2022,NgoaiNgu,5.4,27345
2022,NgoaiNgu,5.6,25539
2022,NgoaiNgu,5.8,23957
2022,NgoaiNgu,6.0,22510
2022,NgoaiNgu,6.2,21299
2022,NgoaiNgu,6.4,19849
2022,NgoaiNgu,6.6,19089
2022,NgoaiNgu,6.8,18156
2022,NgoaiNgu,7.0,17216
2022,NgoaiNgu,7.2,16405
2022,NgoaiNgu,7.4,15917
2022,NgoaiNgu,7.6,15477
2022,NgoaiNgu,7.8,15274
2022,NgoaiNgu,8.0,14852
2022,NgoaiNgu,8.2,14677
2022,NgoaiNgu,8.4,14363
2022,NgoaiNgu,8.6,13848
2022,NgoaiNgu,8.8,12832
2022,NgoaiNgu,9.0,11310
2022,NgoaiNgu,9.2,9288
2022,NgoaiNgu,9.4,6987
2022,NgoaiNgu,9.6,4395
2022,NgoaiNgu,9.8,2150
2022,NgoaiNgu,10.0,555
2022,NguVan,0.25,12
2022,NguVan,0.5,51
2022,NguVan,0.75,65
2022,NguVan,1.0,28
2022,NguVan,1.25,394
2022,NguVan,1.33,1
2022,NguVan,1.5,610
2022,NguVan,1.75,694
2022,NguVan,1.92,1
2022,NguVan,2.0,1260
2022,NguVan,2.08,1
2022,NguVan,2.17,4
2022,NguVan,2.25,1511
2022,NguVan,2.33,5
2022,NguVan,2.4,1
2022,NguVan,2.42,2
2022,NguVan,2.5,2252
2022,NguVan,2.58,5
2022,NguVan,2.6,1
2022,NguVan,2.67,3
2022,NguVan,2.71,1
2022,NguVan,2.75,2901
2022,NguVan,2.83,11
2022,NguVan,2.91,1
2022,NguVan,2.92,5
2022,NguVan,3.0,4800
2022,NguVan,3.08,4
2022,NguVan,3.16,2
2022,NguVan,3.17,15
2022,NguVan,3.25,5523
2022,NguVan,3.33,19
2022,NguVan,3.38,1
2022,NguVan,3.41,2
2022,NguVan,3.42,27
2022,NguVan,3.5,8170
2022,NguVan,3.52,2
2022,NguVan,3.56,1
2022,NguVan,3.58,34
2022,NguVan,3.6,2
2022,NguVan,3.63,1
2022,NguVan,3.66,7
2022,NguVan,3.67,29
2022,NguVan,3.68,1
2022,NguVan,3.7,1
2022,NguVan,3.73,1
2022,NguVan,3.75,10039
2022,NguVan,3.8,3
2022,NguVan,3.83,37
2022,NguVan,3.9,1
2022,NguVan,3.91,8
2022,NguVan,3.92,41
2022,NguVan,4.0,14687
2022,NguVan,4.03,1
2022,NguVan,4.08,51
2022,NguVan,4.1,5
2022,NguVan,4.15,1
2022,NguVan,4.16,9
2022,NguVan,4.17,48
2022,NguVan,4.2,2
2022,NguVan,4.22,1
2022,NguVan,4.23,1
2022,NguVan,4.25,15974
2022,NguVan,4.3,2
2022,NguVan,4.32,1
2022,NguVan,4.33,59
2022,NguVan,4.4,1
2022,NguVan,4.41,10
2022,NguVan,4.42,58
2022,NguVan,4.45,2
2022,NguVan,4.5,22147
2022,NguVan,4.55,1
2022,NguVan,4.58,102
2022,NguVan,4.59,2
2022,NguVan,4.6,3
2022,NguVan,4.61,1
2022,NguVan,4.62,2
2022,NguVan,4.65,1
2022,NguVan,4.66,15
2022,NguVan,4.67,88
2022,NguVan,4.68,1
2022,NguVan,4.7,2
2022,NguVan,4.73,1
2022,NguVan,4.75,21863
2022,NguVan,4.8,2
2022,NguVan,4.83,116
2022,NguVan,4.9,1
2022,NguVan,4.91,16
2022,NguVan,4.92,99
2022,NguVan,5.0,41985
2022,NguVan,5.03,2
2022,NguVan,5.07,1
2022,NguVan,5.08,173
2022,NguVan,5.09,1
2022,NguVan,5.1,6
2022,NguVan,5.11,1
2022,NguVan,5.13,2
2022,NguVan,5.15,2
2022,NguVan,5.16,29
2022,NguVan,5.17,151
2022,NguVan,5.2,3
2022,NguVan,5.23,1
2022,NguVan,5.24,1
2022,NguVan,5.25,38233
2022,NguVan,5.3,18
2022,NguVan,5.31,1
2022,NguVan,5.32,2
2022,NguVan,5.33,179
2022,NguVan,5.4,6
2022,NguVan,5.41,30
2022,NguVan,5.42,178
2022,NguVan,5.44,1
2022,NguVan,5.45,2
2022,NguVan,5.49,1
2022,NguVan,5.5,50161
2022,NguVan,5.55,3
2022,NguVan,5.56,2
2022,NguVan,5.58,236
2022,NguVan,5.59,1
2022,NguVan,5.6,9
2022,NguVan,5.65,1
2022,NguVan,5.66,39
2022,NguVan,5.67,206
2022,NguVan,5.68,1
2022,NguVan,5.7,9
2022,NguVan,5.73,4
